date,home_sigla,home_team,away_sigla,away_team,home_score,away_score
1929-04-14,ESP,Spain,FRA,France,8,1
1929-05-05,BEL,Belgium,NED,Netherlands,3,1
1929-05-09,FRA,France,ENG,England,1,4
1929-05-11,BEL,Belgium,ENG,England,1,5
1929-05-15,ESP,Spain,ENG,England,4,3
1929-05-26,BEL,Belgium,FRA,France,4,1
1929-05-26,NOR,Norway,SCO,Scotland,3,7
1929-06-01,GER,Germany,SCO,Scotland,1,1
1929-06-04,NED,Netherlands,SCO,Scotland,0,2
1929-06-09,SWE,Sweden,NED,Netherlands,6,2
1929-06-12,NOR,Norway,NED,Netherlands,4,4
1929-06-16,ARG,Argentina,URU,Uruguay,2,0
1929-06-16,URU,Uruguay,ARG,Argentina,1,1
1929-06-23,GER,Germany,SWE,Sweden,3,0
1929-09-20,URU,Uruguay,ARG,Argentina,2,1
1929-09-28,ARG,Argentina,URU,Uruguay,0,0
1929-09-29,NOR,Norway,SWE,Sweden,2,1
1929-10-27,SUI,Switzerland,AUT,Austria,1,3
1929-11-01,PAR,Paraguay,URU,Uruguay,3,0
1929-11-03,NED,Netherlands,NOR,Norway,1,4
1929-11-10,ARG,Argentina,PAR,Paraguay,4,1
1929-11-17,ARG,Argentina,URU,Uruguay,2,0
1930-02-23,POR,Portugal,FRA,France,2,0
1930-03-23,FRA,France,SUI,Switzerland,3,3
1930-04-05,ENG,England,SCO,Scotland,5,2
1930-04-13,FRA,France,BEL,Belgium,1,6
1930-05-04,NED,Netherlands,BEL,Belgium,2,2
1930-05-04,SUI,Switzerland,GER,Germany,0,5
1930-05-10,GER,Germany,ENG,England,3,3
1930-05-14,AUT,Austria,ENG,England,0,0
1930-05-18,BEL,Belgium,NED,Netherlands,3,1
1930-05-18,FRA,France,SCO,Scotland,0,2
1930-05-25,ARG,Argentina,URU,Uruguay,1,1
1930-05-25,BEL,Belgium,FRA,France,1,2
1930-06-08,BEL,Belgium,POR,Portugal,2,1
1930-06-15,SWE,Sweden,SUI,Switzerland,1,0
1930-06-19,NOR,Norway,SUI,Switzerland,3,0
1930-07-06,SWE,Sweden,NOR,Norway,6,3
1930-07-13,BEL,Belgium,USA,United States,0,3
1930-07-13,FRA,France,MEX,Mexico,4,1
1930-07-15,ARG,Argentina,FRA,France,1,0
1930-07-17,PAR,Paraguay,USA,United States,0,3
1930-07-19,ARG,Argentina,MEX,Mexico,6,3
1930-07-20,BEL,Belgium,PAR,Paraguay,0,1
1930-07-26,ARG,Argentina,USA,United States,6,1
1930-07-30,URU,Uruguay,ARG,Argentina,4,2
1930-08-01,BRA,Brazil,FRA,France,3,2
1930-08-17,BRA,Brazil,USA,United States,4,3
1930-09-28,BEL,Belgium,SWE,Sweden,2,2
1930-11-02,GER,Germany,NOR,Norway,1,1
1930-11-02,SUI,Switzerland,NED,Netherlands,6,3
1930-11-16,AUT,Austria,SWE,Sweden,4,1
1930-11-30,POR,Portugal,ESP,Spain,0,1
1930-12-07,FRA,France,BEL,Belgium,2,2
1931-03-15,FRA,France,GER,Germany,1,0
1931-03-28,SCO,Scotland,ENG,England,2,0
1931-03-29,NED,Netherlands,BEL,Belgium,3,2
1931-04-19,PAR,Paraguay,ARG,Argentina,0,1
1931-04-25,PAR,Paraguay,ARG,Argentina,1,1
1931-04-26,NED,Netherlands,GER,Germany,1,1
1931-05-03,BEL,Belgium,NED,Netherlands,4,2
1931-05-14,FRA,France,ENG,England,5,2
1931-05-16,AUT,Austria,SCO,Scotland,5,0
1931-05-16,BEL,Belgium,ENG,England,1,4
1931-05-24,GER,Germany,AUT,Austria,0,6
1931-05-24,SUI,Switzerland,SCO,Scotland,2,3
1931-05-31,POR,Portugal,BEL,Belgium,3,2
1931-06-16,AUT,Austria,SUI,Switzerland,2,0
1931-06-17,SWE,Sweden,GER,Germany,0,0
1931-06-21,NOR,Norway,GER,Germany,2,2
1931-07-04,ARG,Argentina,PAR,Paraguay,1,1
1931-07-09,ARG,Argentina,PAR,Paraguay,3,1
1931-09-06,BRA,Brazil,URU,Uruguay,2,0
1931-09-13,AUT,Austria,GER,Germany,5,0
1931-09-27,NOR,Norway,SWE,Sweden,2,1
1931-11-29,FRA,France,NED,Netherlands,3,4
1931-11-29,SUI,Switzerland,AUT,Austria,1,8
1931-12-06,BEL,Belgium,SUI,Switzerland,2,1
1931-12-09,ENG,England,ESP,Spain,7,1
1932-03-06,GER,Germany,SUI,Switzerland,2,0
1932-03-20,BEL,Belgium,NED,Netherlands,1,4
1932-03-20,SUI,Switzerland,FRA,France,3,3
1932-04-09,ENG,England,SCO,Scotland,3,0
1932-04-17,NED,Netherlands,BEL,Belgium,2,1
1932-05-01,BEL,Belgium,FRA,France,5,2
1932-05-08,FRA,France,SCO,Scotland,1,3
1932-05-15,ARG,Argentina,URU,Uruguay,2,0
1932-05-18,URU,Uruguay,ARG,Argentina,1,0
1932-06-12,SWE,Sweden,BEL,Belgium,3,1
1932-07-01,SWE,Sweden,NOR,Norway,1,4
1932-07-17,SWE,Sweden,AUT,Austria,3,4
1932-09-25,GER,Germany,SWE,Sweden,4,3
1932-10-23,AUT,Austria,SUI,Switzerland,3,1
1932-11-06,SUI,Switzerland,SWE,Sweden,2,1
1932-12-04,GER,Germany,NED,Netherlands,0,2
1932-12-04,URU,Uruguay,BRA,Brazil,1,2
1932-12-07,ENG,England,AUT,Austria,4,3
1932-12-11,BEL,Belgium,AUT,Austria,1,6
1933-01-21,URU,Uruguay,ARG,Argentina,2,1
1933-01-22,NED,Netherlands,SUI,Switzerland,0,2
1933-02-05,ARG,Argentina,URU,Uruguay,4,1
1933-02-12,FRA,France,AUT,Austria,0,4
1933-03-12,SUI,Switzerland,BEL,Belgium,3,3
1933-03-19,GER,Germany,FRA,France,3,3
1933-03-26,FRA,France,BEL,Belgium,3,0
1933-04-01,SCO,Scotland,ENG,England,2,1
1933-04-02,ESP,Spain,POR,Portugal,3,0
1933-04-09,BEL,Belgium,NED,Netherlands,1,3
1933-04-23,FRA,France,ESP,Spain,1,0
1933-05-07,NED,Netherlands,BEL,Belgium,1,2
1933-05-20,SUI,Switzerland,ENG,England,0,4
1933-06-05,AUS,Australia,NZL,New Zealand,4,2
1933-06-11,AUT,Austria,BEL,Belgium,4,1
1933-06-17,AUS,Australia,NZL,New Zealand,6,4
1933-06-24,AUS,Australia,NZL,New Zealand,4,2
1933-09-24,NOR,Norway,SWE,Sweden,0,1
1933-10-22,GER,Germany,BEL,Belgium,8,1
1933-11-05,GER,Germany,NOR,Norway,2,2
1933-11-19,SUI,Switzerland,GER,Germany,0,2
1933-11-29,SCO,Scotland,AUT,Austria,2,2
1933-12-06,ENG,England,FRA,France,4,1
1933-12-10,NED,Netherlands,AUT,Austria,0,1
1933-12-14,URU,Uruguay,ARG,Argentina,0,1
1934-01-21,BEL,Belgium,FRA,France,2,3
1934-03-11,FRA,France,SUI,Switzerland,0,1
1934-03-11,NED,Netherlands,BEL,Belgium,9,3
1934-03-11,ESP,Spain,POR,Portugal,9,0
1934-03-18,POR,Portugal,ESP,Spain,1,2
1934-03-25,SUI,Switzerland,AUT,Austria,2,3
1934-04-14,ENG,England,SCO,Scotland,3,0
1934-04-29,BEL,Belgium,NED,Netherlands,2,4
1934-05-10,NED,Netherlands,FRA,France,4,5
1934-05-24,MEX,Mexico,USA,United States,2,4
1934-05-27,ARG,Argentina,SWE,Sweden,2,3
1934-05-27,AUT,Austria,FRA,France,3,2
1934-05-27,BEL,Belgium,GER,Germany,2,5
1934-05-27,BRA,Brazil,ESP,Spain,1,3
1934-05-27,NED,Netherlands,SUI,Switzerland,2,3
1934-05-31,GER,Germany,SWE,Sweden,2,1
1934-06-07,AUT,Austria,GER,Germany,2,3
1934-07-01,SWE,Sweden,NOR,Norway,3,3
1934-07-18,URU,Uruguay,ARG,Argentina,2,2
1934-08-15,ARG,Argentina,URU,Uruguay,1,0
1934-11-04,SUI,Switzerland,NED,Netherlands,2,4
1934-11-11,AUT,Austria,SUI,Switzerland,3,0
1935-01-24,ESP,Spain,FRA,France,2,0
1935-01-27,ARG,Argentina,URU,Uruguay,0,3
1935-01-27,GER,Germany,SUI,Switzerland,4,0
1935-02-17,NED,Netherlands,GER,Germany,2,3
1935-03-17,FRA,France,GER,Germany,1,3
1935-03-31,NED,Netherlands,BEL,Belgium,4,2
1935-04-06,SCO,Scotland,ENG,England,2,0
1935-04-14,BEL,Belgium,FRA,France,1,1
1935-04-28,BEL,Belgium,GER,Germany,1,6
1935-05-05,POR,Portugal,ESP,Spain,3,3
1935-05-12,BEL,Belgium,NED,Netherlands,0,2
1935-05-12,GER,Germany,ESP,Spain,1,2
1935-05-18,NED,Netherlands,ENG,England,0,1
1935-05-19,USA,United States,SCO,Scotland,1,5
1935-05-30,BEL,Belgium,SUI,Switzerland,2,2
1935-06-09,USA,United States,SCO,Scotland,1,4
1935-06-27,NOR,Norway,GER,Germany,1,1
1935-06-30,SWE,Sweden,GER,Germany,3,1
1935-07-18,URU,Uruguay,ARG,Argentina,1,1
1935-08-15,ARG,Argentina,URU,Uruguay,3,0
1935-09-22,NOR,Norway,SWE,Sweden,0,2
1935-10-27,SUI,Switzerland,FRA,France,2,1
1935-11-03,SUI,Switzerland,NOR,Norway,2,0
1935-11-10,FRA,France,SWE,Sweden,2,0
1935-11-17,BEL,Belgium,SWE,Sweden,5,1
1935-12-04,ENG,England,GER,Germany,3,0
1936-01-12,FRA,France,NED,Netherlands,1,6
1936-01-19,ESP,Spain,AUT,Austria,4,5
1936-01-26,POR,Portugal,AUT,Austria,2,3
1936-02-23,ESP,Spain,GER,Germany,1,2
1936-02-27,POR,Portugal,GER,Germany,1,3
1936-03-08,FRA,France,BEL,Belgium,3,0
1936-03-29,NED,Netherlands,BEL,Belgium,8,0
1936-04-04,ENG,England,SCO,Scotland,1,1
1936-05-03,BEL,Belgium,NED,Netherlands,1,1
1936-05-03,SUI,Switzerland,ESP,Spain,0,2
1936-05-06,AUT,Austria,ENG,England,2,1
1936-05-09,BEL,Belgium,ENG,England,3,2
1936-05-24,SUI,Switzerland,BEL,Belgium,1,1
1936-06-18,NOR,Norway,SUI,Switzerland,1,2
1936-06-21,SWE,Sweden,SUI,Switzerland,5,2
1936-07-04,NZL,New Zealand,AUS,Australia,1,7
1936-07-05,SWE,Sweden,NOR,Norway,2,0
1936-07-11,NZL,New Zealand,AUS,Australia,0,10
1936-07-18,NZL,New Zealand,AUS,Australia,1,4
1936-07-26,SWE,Sweden,NOR,Norway,3,4
1936-08-09,ARG,Argentina,URU,Uruguay,1,0
1936-09-20,URU,Uruguay,ARG,Argentina,2,1
1936-10-14,SCO,Scotland,GER,Germany,2,0
1936-11-01,NED,Netherlands,NOR,Norway,3,3
1936-11-08,SUI,Switzerland,AUT,Austria,1,3
1937-01-02,PAR,Paraguay,URU,Uruguay,4,2
1937-01-09,ARG,Argentina,PAR,Paraguay,6,1
1937-01-13,BRA,Brazil,PAR,Paraguay,5,0
1937-01-19,BRA,Brazil,URU,Uruguay,3,2
1937-01-23,ARG,Argentina,URU,Uruguay,2,3
1937-01-24,FRA,France,AUT,Austria,1,2
1937-01-30,ARG,Argentina,BRA,Brazil,1,0
1937-01-31,GER,Germany,NED,Netherlands,2,2
1937-02-01,ARG,Argentina,BRA,Brazil,2,0
1937-02-21,BEL,Belgium,FRA,France,3,1
1937-03-07,NED,Netherlands,SUI,Switzerland,2,1
1937-03-21,GER,Germany,FRA,France,4,0
1937-04-04,BEL,Belgium,NED,Netherlands,2,1
1937-04-17,SCO,Scotland,ENG,England,3,1
1937-04-18,BEL,Belgium,SUI,Switzerland,1,2
1937-04-25,GER,Germany,BEL,Belgium,1,0
1937-05-02,NED,Netherlands,BEL,Belgium,1,0
1937-05-02,SUI,Switzerland,GER,Germany,0,1
1937-05-09,AUT,Austria,SCO,Scotland,1,1
1937-05-14,NOR,Norway,ENG,England,0,6
1937-05-17,SWE,Sweden,ENG,England,0,4
1937-09-12,MEX,Mexico,USA,United States,7,2
1937-09-19,AUT,Austria,SUI,Switzerland,4,3
1937-09-19,MEX,Mexico,USA,United States,7,3
1937-09-19,NOR,Norway,SWE,Sweden,3,2
1937-10-10,FRA,France,SUI,Switzerland,2,1
1937-10-10,URU,Uruguay,ARG,Argentina,0,3
1937-10-24,GER,Germany,NOR,Norway,3,0
1937-10-31,NED,Netherlands,FRA,France,2,3
1937-11-11,ARG,Argentina,URU,Uruguay,5,1
1937-11-21,GER,Germany,SWE,Sweden,5,0
1937-11-28,ESP,Spain,POR,Portugal,1,2
1938-01-30,FRA,France,BEL,Belgium,5,3
1938-01-30,POR,Portugal,ESP,Spain,1,0
1938-02-06,GER,Germany,SUI,Switzerland,1,1
1938-02-10,MEX,Mexico,COL,Colombia,3,1
1938-02-14,PAN,Panama,COL,Colombia,2,4
1938-02-20,PAN,Panama,MEX,Mexico,2,2
1938-02-27,NED,Netherlands,BEL,Belgium,7,2
1938-04-03,BEL,Belgium,NED,Netherlands,1,1
1938-04-09,ENG,England,SCO,Scotland,0,1
1938-04-24,GER,Germany,POR,Portugal,1,1
1938-05-01,SUI,Switzerland,POR,Portugal,2,1
1938-05-08,SUI,Switzerland,BEL,Belgium,0,3
1938-05-14,GER,Germany,ENG,England,3,6
1938-05-21,NED,Netherlands,SCO,Scotland,1,3
1938-05-21,SUI,Switzerland,ENG,England,2,1
1938-05-26,FRA,France,ENG,England,2,4
1938-06-04,GER,Germany,SUI,Switzerland,1,1
1938-06-05,FRA,France,BEL,Belgium,3,1
1938-06-09,GER,Germany,SUI,Switzerland,2,4
1938-06-18,ARG,Argentina,URU,Uruguay,1,0
1938-06-19,BRA,Brazil,SWE,Sweden,4,2
1938-08-10,COL,Colombia,ECU,Ecuador,1,2
1938-09-04,NOR,Norway,SWE,Sweden,2,1
1938-10-02,SWE,Sweden,NOR,Norway,2,3
1938-10-12,URU,Uruguay,ARG,Argentina,2,3
1938-11-06,SUI,Switzerland,POR,Portugal,1,0
1938-11-09,ENG,England,NOR,Norway,4,0
1939-01-15,BRA,Brazil,ARG,Argentina,1,5
1939-01-22,BRA,Brazil,ARG,Argentina,3,2
1939-01-22,ECU,Ecuador,URU,Uruguay,0,6
1939-01-29,BEL,Belgium,GER,Germany,1,4
1939-02-05,PAR,Paraguay,URU,Uruguay,1,3
1939-02-12,ECU,Ecuador,PAR,Paraguay,1,3
1939-02-12,POR,Portugal,SUI,Switzerland,2,4
1939-03-15,HAI,Haiti,PAN,Panama,1,0
1939-03-19,BEL,Belgium,NED,Netherlands,5,4
1939-03-19,HAI,Haiti,PAN,Panama,1,1
1939-03-24,HAI,Haiti,PAN,Panama,3,0
1939-04-15,SCO,Scotland,ENG,England,1,2
1939-04-23,NED,Netherlands,BEL,Belgium,3,2
1939-05-07,SUI,Switzerland,NED,Netherlands,2,1
1939-05-14,BEL,Belgium,SUI,Switzerland,1,2
1939-05-18,BEL,Belgium,FRA,France,1,3
1939-06-02,SWE,Sweden,NOR,Norway,3,2
1939-06-14,NOR,Norway,SWE,Sweden,1,0
1939-06-22,NOR,Norway,GER,Germany,0,4
1939-08-14,PAR,Paraguay,ARG,Argentina,0,1
1939-08-16,PAR,Paraguay,ARG,Argentina,2,2
1939-09-17,NOR,Norway,SWE,Sweden,2,3
1940-01-28,FRA,France,POR,Portugal,3,2
1940-02-18,ARG,Argentina,PAR,Paraguay,3,1
1940-02-18,BRA,Brazil,ARG,Argentina,2,2
1940-02-25,ARG,Argentina,PAR,Paraguay,4,0
1940-02-25,BRA,Brazil,ARG,Argentina,0,3
1940-03-05,ARG,Argentina,BRA,Brazil,6,1
1940-03-10,ARG,Argentina,BRA,Brazil,2,3
1940-03-17,ARG,Argentina,BRA,Brazil,5,1
1940-03-17,BEL,Belgium,NED,Netherlands,7,1
1940-03-24,BRA,Brazil,URU,Uruguay,3,4
1940-03-31,BRA,Brazil,URU,Uruguay,1,1
1940-04-02,CRO,Croatia,SUI,Switzerland,4,0
1940-04-21,NED,Netherlands,BEL,Belgium,4,2
1940-04-21,SUI,Switzerland,CRO,Croatia,0,1
1940-07-18,URU,Uruguay,ARG,Argentina,3,0
1940-08-15,ARG,Argentina,URU,Uruguay,5,0
1941-01-12,POR,Portugal,ESP,Spain,2,2
1941-02-09,ECU,Ecuador,URU,Uruguay,0,6
1941-02-16,ARG,Argentina,ECU,Ecuador,6,1
1941-02-23,ARG,Argentina,URU,Uruguay,1,0
1941-03-09,GER,Germany,SUI,Switzerland,4,2
1941-03-16,ESP,Spain,POR,Portugal,5,1
1941-04-20,SUI,Switzerland,GER,Germany,2,1
1941-05-08,CUW,Curaçao,PAN,Panama,3,3
1941-06-15,GER,Germany,CRO,Croatia,5,1
1941-10-05,SWE,Sweden,GER,Germany,4,2
1941-12-28,ESP,Spain,SUI,Switzerland,3,2
1942-01-01,POR,Portugal,SUI,Switzerland,3,0
1942-01-11,ARG,Argentina,PAR,Paraguay,4,3
1942-01-17,ARG,Argentina,BRA,Brazil,2,1
1942-01-18,URU,Uruguay,ECU,Ecuador,7,0
1942-01-18,CRO,Croatia,GER,Germany,0,2
1942-01-22,ARG,Argentina,ECU,Ecuador,12,0
1942-01-24,URU,Uruguay,BRA,Brazil,1,0
1942-01-25,ECU,Ecuador,PAR,Paraguay,1,3
1942-01-28,URU,Uruguay,PAR,Paraguay,3,1
1942-01-31,BRA,Brazil,ECU,Ecuador,5,1
1942-02-01,GER,Germany,SUI,Switzerland,1,2
1942-02-05,BRA,Brazil,PAR,Paraguay,1,1
1942-02-07,URU,Uruguay,ARG,Argentina,1,0
1942-03-08,FRA,France,SUI,Switzerland,0,2
1942-03-15,ESP,Spain,FRA,France,4,0
1942-04-12,GER,Germany,ESP,Spain,1,1
1942-05-25,ARG,Argentina,URU,Uruguay,4,1
1942-08-25,URU,Uruguay,ARG,Argentina,1,1
1942-09-20,GER,Germany,SWE,Sweden,2,3
1942-10-18,SUI,Switzerland,GER,Germany,3,5
1942-11-01,GER,Germany,CRO,Croatia,5,1
1942-11-15,SUI,Switzerland,SWE,Sweden,3,1
1943-03-28,ARG,Argentina,URU,Uruguay,3,3
1943-04-04,SUI,Switzerland,CRO,Croatia,1,0
1943-04-04,URU,Uruguay,ARG,Argentina,0,1
1943-06-14,SWE,Sweden,SUI,Switzerland,1,0
1943-07-10,PAR,Paraguay,ARG,Argentina,2,5
1943-07-11,PAR,Paraguay,ARG,Argentina,2,1
1944-04-02,CUW,Curaçao,HAI,Haiti,5,0
1944-05-14,BRA,Brazil,URU,Uruguay,6,1
1944-05-17,BRA,Brazil,URU,Uruguay,4,0
1944-12-24,FRA,France,BEL,Belgium,3,1
1945-01-06,ARG,Argentina,PAR,Paraguay,5,2
1945-01-09,ARG,Argentina,PAR,Paraguay,5,3
1945-01-21,BRA,Brazil,COL,Colombia,3,0
1945-01-24,ECU,Ecuador,URU,Uruguay,1,5
1945-01-28,COL,Colombia,URU,Uruguay,0,7
1945-01-31,ARG,Argentina,ECU,Ecuador,4,2
1945-02-07,ARG,Argentina,COL,Colombia,9,1
1945-02-07,BRA,Brazil,URU,Uruguay,3,0
1945-02-15,ARG,Argentina,BRA,Brazil,3,1
1945-02-18,COL,Colombia,ECU,Ecuador,3,1
1945-02-21,BRA,Brazil,ECU,Ecuador,9,2
1945-02-25,ARG,Argentina,URU,Uruguay,1,0
1945-03-11,POR,Portugal,ESP,Spain,2,2
1945-04-08,SUI,Switzerland,FRA,France,1,0
1945-05-06,ESP,Spain,POR,Portugal,4,2
1945-05-21,SUI,Switzerland,POR,Portugal,1,0
1945-05-26,ENG,England,FRA,France,2,2
1945-07-07,PAR,Paraguay,ARG,Argentina,5,1
1945-07-09,PAR,Paraguay,ARG,Argentina,1,3
1945-07-18,URU,Uruguay,ARG,Argentina,2,2
1945-07-21,SUI,Switzerland,ENG,England,3,1
1945-08-15,ARG,Argentina,URU,Uruguay,6,2
1945-10-21,SWE,Sweden,NOR,Norway,10,0
1945-11-25,SUI,Switzerland,SWE,Sweden,3,0
1945-12-06,AUT,Austria,FRA,France,4,1
1945-12-15,BEL,Belgium,FRA,France,2,1
1945-12-16,BRA,Brazil,ARG,Argentina,3,4
1945-12-20,BRA,Brazil,ARG,Argentina,6,2
1945-12-23,BRA,Brazil,ARG,Argentina,3,1
1946-01-05,URU,Uruguay,BRA,Brazil,4,3
1946-01-12,ARG,Argentina,PAR,Paraguay,2,0
1946-01-19,ENG,England,BEL,Belgium,2,0
1946-01-23,BRA,Brazil,URU,Uruguay,4,3
1946-01-23,SCO,Scotland,BEL,Belgium,2,2
1946-01-29,BRA,Brazil,PAR,Paraguay,1,1
1946-02-02,ARG,Argentina,URU,Uruguay,3,1
1946-02-08,PAR,Paraguay,URU,Uruguay,2,1
1946-02-10,ARG,Argentina,BRA,Brazil,2,0
1946-04-13,SCO,Scotland,ENG,England,1,0
1946-04-14,POR,Portugal,FRA,France,2,1
1946-04-24,ENG,England,SCO,Scotland,2,2
1946-05-05,FRA,France,AUT,Austria,3,1
1946-05-11,ENG,England,SUI,Switzerland,4,1
1946-05-12,NED,Netherlands,BEL,Belgium,6,3
1946-05-15,SCO,Scotland,SUI,Switzerland,3,1
1946-05-19,FRA,France,ENG,England,2,1
1946-05-30,BEL,Belgium,NED,Netherlands,2,2
1946-07-07,SWE,Sweden,SUI,Switzerland,7,2
1946-09-15,NOR,Norway,SWE,Sweden,0,3
1946-11-10,SUI,Switzerland,AUT,Austria,1,0
1946-11-27,ENG,England,NED,Netherlands,8,2
1946-12-09,COL,Colombia,CUW,Curaçao,4,2
1946-12-17,PAN,Panama,CUW,Curaçao,2,2
1946-12-20,COL,Colombia,PAN,Panama,2,1
1947-01-05,POR,Portugal,SUI,Switzerland,2,2
1947-01-26,POR,Portugal,ESP,Spain,4,1
1947-03-23,FRA,France,POR,Portugal,1,0
1947-03-29,URU,Uruguay,BRA,Brazil,0,0
1947-04-01,BRA,Brazil,URU,Uruguay,3,2
1947-04-07,NED,Netherlands,BEL,Belgium,2,1
1947-04-12,ENG,England,SCO,Scotland,1,1
1947-05-03,ENG,England,FRA,France,3,0
1947-05-04,BEL,Belgium,NED,Netherlands,1,2
1947-05-10,AUS,Australia,RSA,South Africa,1,2
1947-05-18,BEL,Belgium,SCO,Scotland,2,1
1947-05-18,SUI,Switzerland,ENG,England,1,0
1947-05-24,AUS,Australia,RSA,South Africa,2,4
1947-05-25,POR,Portugal,ENG,England,0,10
1947-05-26,FRA,France,NED,Netherlands,4,0
1947-05-31,AUS,Australia,RSA,South Africa,3,3
1947-06-01,FRA,France,BEL,Belgium,4,2
1947-06-07,AUS,Australia,RSA,South Africa,5,1
1947-06-08,SUI,Switzerland,FRA,France,1,2
1947-06-14,AUS,Australia,RSA,South Africa,1,2
1947-06-28,NZL,New Zealand,RSA,South Africa,5,6
1947-06-28,NOR,Norway,SWE,Sweden,1,5
1947-07-05,NZL,New Zealand,RSA,South Africa,0,6
1947-07-12,NZL,New Zealand,RSA,South Africa,3,8
1947-07-13,MEX,Mexico,USA,United States,5,0
1947-07-19,NZL,New Zealand,RSA,South Africa,1,4
1947-09-21,BEL,Belgium,ENG,England,2,5
1947-09-21,NED,Netherlands,SUI,Switzerland,6,2
1947-10-05,SWE,Sweden,NOR,Norway,4,1
1947-10-26,IRN,Iran,TUR,Turkey,1,3
1947-11-02,SUI,Switzerland,BEL,Belgium,4,0
1947-11-19,ENG,England,SWE,Sweden,4,2
1947-11-23,POR,Portugal,FRA,France,2,4
1947-12-02,ARG,Argentina,PAR,Paraguay,6,0
1947-12-02,COL,Colombia,URU,Uruguay,0,2
1947-12-04,ECU,Ecuador,COL,Colombia,0,0
1947-12-13,PAR,Paraguay,URU,Uruguay,4,2
1947-12-16,ECU,Ecuador,URU,Uruguay,1,6
1947-12-18,ARG,Argentina,COL,Colombia,6,0
1947-12-20,COL,Colombia,PAR,Paraguay,0,2
1947-12-25,ECU,Ecuador,ARG,Argentina,0,2
1947-12-28,ARG,Argentina,URU,Uruguay,3,1
1947-12-29,ECU,Ecuador,PAR,Paraguay,0,4
1948-03-04,PAN,Panama,CUW,Curaçao,1,3
1948-03-14,BEL,Belgium,NED,Netherlands,1,1
1948-03-14,CUW,Curaçao,PAN,Panama,2,5
1948-03-21,ESP,Spain,POR,Portugal,2,0
1948-04-04,URU,Uruguay,BRA,Brazil,1,1
1948-04-10,SCO,Scotland,ENG,England,0,2
1948-04-11,URU,Uruguay,BRA,Brazil,4,2
1948-04-18,AUT,Austria,SUI,Switzerland,3,1
1948-04-18,NED,Netherlands,BEL,Belgium,2,2
1948-04-28,SCO,Scotland,BEL,Belgium,2,0
1948-05-17,SUI,Switzerland,SCO,Scotland,2,1
1948-05-23,FRA,France,SCO,Scotland,3,0
1948-05-26,NOR,Norway,NED,Netherlands,1,2
1948-05-30,TUR,Turkey,AUT,Austria,0,1
1948-06-06,BEL,Belgium,FRA,France,4,2
1948-06-09,NED,Netherlands,SWE,Sweden,1,0
1948-06-20,SUI,Switzerland,ESP,Spain,3,3
1948-07-11,SWE,Sweden,AUT,Austria,3,2
1948-08-02,SWE,Sweden,AUT,Austria,3,0
1948-08-06,NOR,Norway,USA,United States,11,0
1948-08-14,NZL,New Zealand,AUS,Australia,0,6
1948-08-28,NZL,New Zealand,AUS,Australia,0,7
1948-09-04,NZL,New Zealand,AUS,Australia,0,4
1948-09-11,NZL,New Zealand,AUS,Australia,1,8
1948-09-19,NOR,Norway,SWE,Sweden,3,5
1948-10-17,FRA,France,BEL,Belgium,3,3
1948-10-28,IRN,Iran,TUR,Turkey,1,1
1948-11-14,AUT,Austria,SWE,Sweden,2,1
1948-11-21,BEL,Belgium,NED,Netherlands,1,1
1948-12-02,ENG,England,SUI,Switzerland,6,0
1948-12-24,EGY,Egypt,NOR,Norway,1,1
1949-01-02,ESP,Spain,BEL,Belgium,1,1
1949-03-13,NED,Netherlands,BEL,Belgium,3,3
1949-03-20,AUT,Austria,TUR,Turkey,1,0
1949-03-20,POR,Portugal,ESP,Spain,1,1
1949-04-03,BRA,Brazil,ECU,Ecuador,9,1
1949-04-03,SUI,Switzerland,AUT,Austria,1,2
1949-04-06,COL,Colombia,PAR,Paraguay,0,3
1949-04-09,ENG,England,SCO,Scotland,1,3
1949-04-10,ECU,Ecuador,PAR,Paraguay,0,1
1949-04-13,ECU,Ecuador,URU,Uruguay,2,3
1949-04-17,BRA,Brazil,COL,Colombia,5,0
1949-04-20,PAR,Paraguay,URU,Uruguay,1,2
1949-04-23,NED,Netherlands,FRA,France,4,1
1949-04-25,URU,Uruguay,COL,Colombia,2,2
1949-04-27,SCO,Scotland,FRA,France,2,0
1949-04-30,BRA,Brazil,URU,Uruguay,5,1
1949-05-03,COL,Colombia,ECU,Ecuador,1,4
1949-05-08,BRA,Brazil,PAR,Paraguay,1,2
1949-05-11,BRA,Brazil,PAR,Paraguay,7,0
1949-05-12,EGY,Egypt,TUR,Turkey,2,3
1949-05-13,SWE,Sweden,ENG,England,3,1
1949-05-18,NOR,Norway,ENG,England,1,4
1949-05-22,FRA,France,ENG,England,1,3
1949-06-04,FRA,France,SUI,Switzerland,4,2
1949-06-19,FRA,France,ESP,Spain,1,5
1949-06-19,USA,United States,SCO,Scotland,0,4
1949-09-04,MEX,Mexico,USA,United States,6,0
1949-09-18,MEX,Mexico,USA,United States,6,2
1949-10-02,BEL,Belgium,SUI,Switzerland,3,0
1949-10-02,SWE,Sweden,NOR,Norway,3,3
1949-11-06,NED,Netherlands,BEL,Belgium,0,1
1950-03-19,AUT,Austria,SUI,Switzerland,3,3
1950-03-25,ARG,Argentina,PAR,Paraguay,2,2
1950-03-29,ARG,Argentina,PAR,Paraguay,4,0
1950-04-02,ESP,Spain,POR,Portugal,5,1
1950-04-09,POR,Portugal,ESP,Spain,2,2
